PV Yield (kWh),Amount of PV panel,WATT,Temperature(°F),Humidity (%),Wind Speed (mph),Pressure (in),Hours,where
10.19,10.00,500.00,85.2 ,64.5 ,5.2 ,29.8 ,12.26,1
12.46,10.00,500.00,84.3 ,74.3 ,5.7 ,29.8 ,12.25,1
14.4,10.00,500.00,82.8 ,75.3 ,5.3 ,29.8 ,12.25,1
15.03,10.00,500.00,83.8 ,78.3 ,6.0 ,29.8 ,12.25,1
17.41,10.00,500.00,84.3 ,72.9 ,7.7 ,29.8 ,12.23,1
19.83,10.00,500.00,85.4 ,72.3 ,7.3 ,29.8 ,12.23,1
14.75,10.00,500.00,84.9 ,74.0 ,8.5 ,29.8 ,12.22,1
15.69,10.00,500.00,84.8 ,71.8 ,8.0 ,29.8 ,12.22,1
20.69,10.00,500.00,85.7 ,68.0 ,8.3 ,29.8 ,12.21,1
20.17,10.00,500.00,85.8 ,70.8 ,8.7 ,29.8 ,12.20,1
18.54,10.00,500.00,85.2 ,72.3 ,7.9 ,29.8 ,12.20,1
18.53,10.00,500.00,86.4 ,70.7 ,6.7 ,29.8 ,12.19,1
3.49,10.00,500.00,79.8 ,84.0 ,5.8 ,29.9 ,12.18,1
11.61,10.00,500.00,80.0 ,71.5 ,5.6 ,29.9 ,12.17,1
14.15,10.00,500.00,80.3 ,61.2 ,8.4 ,29.9 ,12.17,1
18.41,10.00,500.00,81.8 ,55.9 ,7.4 ,29.9 ,12.17,1
18.91,10.00,500.00,84.3 ,55.5 ,5.8 ,29.9 ,12.15,1
19.91,10.00,500.00,83.4 ,55.8 ,7.3 ,29.9 ,12.15,1
21.06,10.00,500.00,83.3 ,54.7 ,6.0 ,29.9 ,12.14,1
21.47,10.00,500.00,83.9 ,53.2 ,7.1 ,29.9 ,12.14,1
18.81,10.00,500.00,83.8 ,50.8 ,4.5 ,29.9 ,12.12,1
20.22,10.00,500.00,85.1 ,51.2 ,4.8 ,29.9 ,12.12,1
20.71,10.00,500.00,82.7 ,48.0 ,9.2 ,29.9 ,12.11,1
1.05,10.00,500.00,79.0 ,51.5 ,7.1 ,30.0 ,12.11,1
20.37,10.00,500.00,77.7 ,53.0 ,7.4 ,30.0 ,12.09,1
20.55,10.00,500.00,81.2 ,48.8 ,6.4 ,30.0 ,12.09,1
21.04,10.00,500.00,75.9 ,60.5 ,5.8 ,30.0 ,12.40,1
18.4,10.00,500.00,77.2 ,59.5 ,5.8 ,30.0 ,12.40,1
16.02,10.00,500.00,80.2 ,57.3 ,6.9 ,30.0 ,12.40,1
16.11,10.00,500.00,81.3 ,54.6 ,7.7 ,29.9 ,12.39,1
19.05,10.00,500.00,80.2 ,59.1 ,6.9 ,29.9 ,12.39,1
17.84,10.00,500.00,79.6 ,58.6 ,7.0 ,29.9 ,12.39,1
15.06,10.00,500.00,77.4 ,53.1 ,5.8 ,29.9 ,12.39,1
12.24,10.00,500.00,79.7 ,52.0 ,7.1 ,29.9 ,12.38,1
16.98,10.00,500.00,82.2 ,54.7 ,7.2 ,29.9 ,12.38,1
12.02,10.00,500.00,82.2 ,65.8 ,7.3 ,29.9 ,12.38,1
6.87,10.00,500.00,78.8 ,79.5 ,7.3 ,29.9 ,12.37,1
15.38,10.00,500.00,80.8 ,77.6 ,4.5 ,29.8 ,12.37,1
14.76,10.00,500.00,82.4 ,78.7 ,4.9 ,29.8 ,12.36,1
17.25,10.00,500.00,83.0 ,73.4 ,5.2 ,29.8 ,12.37,1
20.51,10.00,500.00,82.4 ,69.5 ,5.7 ,29.8 ,12.36,1
18.42,10.00,500.00,82.2 ,63.8 ,4.1 ,29.8 ,12.36,1
18.75,10.00,500.00,81.5 ,67.9 ,5.7 ,29.9 ,12.35,1
19.93,10.00,500.00,81.0 ,59.1 ,7.8 ,29.9 ,12.35,1
19.45,10.00,500.00,79.4 ,57.3 ,4.3 ,29.9 ,12.34,1
19.03,10.00,500.00,79.4 ,55.8 ,5.1 ,29.9 ,12.33,1
20.06,10.00,500.00,80.2 ,51.4 ,6.4 ,29.9 ,12.33,1
20.52,10.00,500.00,79.8 ,52.2 ,4.8 ,29.8 ,12.32,1
18.15,10.00,500.00,82.0 ,51.6 ,4.5 ,29.8 ,12.32,1
15.56,10.00,500.00,82.0 ,54.4 ,7.0 ,29.8 ,12.31,1
19.5,10.00,500.00,76.0 ,52.8 ,7.2 ,29.9 ,12.31,1
20.03,10.00,500.00,78.7 ,52.3 ,5.3 ,29.9 ,12.30,1
17.65,10.00,500.00,80.3 ,54.4 ,4.5 ,29.9 ,12.30,1
16.41,10.00,500.00,76.1 ,57.7 ,6.7 ,29.9 ,12.29,1
20.75,10.00,500.00,74.2 ,51.5 ,7.4 ,29.9 ,12.29,1
18.75,10.00,500.00,72.7 ,45.6 ,8.6 ,29.9 ,12.28,1
19.5,10.00,500.00,76.7 ,44.6 ,4.3 ,29.9 ,12.28,1
16.6,10.00,500.00,84.0 ,79.1 ,6.3 ,29.8 ,12.37,1
17.36,10.00,500.00,84.2 ,77.8 ,6.7 ,29.8 ,12.38,1
18.57,10.00,500.00,82.3 ,69.3 ,6.1 ,29.8 ,12.38,1
15.02,10.00,500.00,82.8 ,73.6 ,5.2 ,29.8 ,12.39,1
16.93,10.00,500.00,83.6 ,75.0 ,6.8 ,29.8 ,12.38,1
18.11,10.00,500.00,83.3 ,69.5 ,6.5 ,29.8 ,12.39,1
14.08,10.00,500.00,83.1 ,69.7 ,4.6 ,29.8 ,12.39,1
19.29,10.00,500.00,83.5 ,67.7 ,5.2 ,29.8 ,12.39,1
17.7,10.00,500.00,84.6 ,66.1 ,5.2 ,29.8 ,12.39,1
18.65,10.00,500.00,84.4 ,68.0 ,4.0 ,29.8 ,12.40,1
20.39,10.00,500.00,83.5 ,64.7 ,4.7 ,29.8 ,12.40,1
19.96,10.00,500.00,81.7 ,64.2 ,6.6 ,29.8 ,12.40,1
18.96,10.00,500.00,77.8 ,63.6 ,5.9 ,29.9 ,12.41,1
21.25,10.00,500.00,75.2 ,60.4 ,6.7 ,29.9 ,12.40,1
19.83,10.00,500.00,76.8 ,58.1 ,4.5 ,29.9 ,12.41,1
19.4,10.00,500.00,79.3 ,62.7 ,5.4 ,29.8 ,12.40,1
19.06,10.00,500.00,80.5 ,64.1 ,8.6 ,29.8 ,12.41,1
20.93,10.00,500.00,74.7 ,54.8 ,8.5 ,29.9 ,12.40,1
21.78,10.00,500.00,72.5 ,50.9 ,8.3 ,29.9 ,12.41,1
21.2,10.00,500.00,75.6 ,55.5 ,6.2 ,29.9 ,12.41,1
21.04,10.00,500.00,79.0 ,57.6 ,6.1 ,29.8 ,12.41,1
17.92,10.00,500.00,79.8 ,65.1 ,3.8 ,29.8 ,12.41,1
20.25,10.00,500.00,80.3 ,62.7 ,5.5 ,29.8 ,12.41,1
19.34,10.00,500.00,77.7 ,60.1 ,6.3 ,29.9 ,12.40,1
20.62,10.00,500.00,76.7 ,61.6 ,6.0 ,29.9 ,12.41,1
20.63,10.00,500.00,76.8 ,57.3 ,4.9 ,30.0 ,12.40,1
19.66,10.00,500.00,77.6 ,57.2 ,3.9 ,30.0 ,12.41,1
20.14,10.00,500.00,79.0 ,57.9 ,4.5 ,30.0 ,12.40,1
20.41,10.00,500.00,79.7 ,57.7 ,3.9 ,30.0 ,12.41,1
20.62,10.00,500.00,78.6 ,63.1 ,6.2 ,30.0 ,12.40,1
19.75,10.00,500.00,77.3 ,64.2 ,4.7 ,30.0 ,12.40,1
20.44,10.00,500.00,82.6,62,6.3,29.8,12.22,1
23.69,10.00,500.00,82.3,57.5,4,29.8,12.22,1
22.5,10.00,500.00,81.9,56,5.2,29.8,12.23,1
23.71,10.00,500.00,81.3,51,5.7,29.9,12.24,1
16.74,10.00,500.00,81.4,60.6,4.6,29.9,12.24,1
11.72,10.00,500.00,82.4,69,4.9,29.9,12.25,1
11.26,10.00,500.00,83.8,65.2,3.9,29.9,12.26,1
19.22,10.00,500.00,83.4,61.7,5,29.9,12.26,1
20.78,10.00,500.00,82.6,56.1,4.3,29.9,12.27,1
18.24,10.00,500.00,83.5,60.2,6,29.9,12.27,1
16.44,10.00,500.00,85.1,63.7,7.7,29.8,12.28,1
20.39,10.00,500.00,86,65.3,8.1,29.8,12.29,1
16.15,10.00,500.00,85.3,67.3,5.7,29.8,12.29,1
12.71,10.00,500.00,82.1,87.8,5.9,29.8,12.30,1
19.6,10.00,500.00,83.7,79.7,5.8,29.8,12.30,1
16.17,10.00,500.00,83.7,76.6,4.7,29.8,12.30,1
19.71,10.00,500.00,84.4,74.9,4.1,29.8,12.31,1
13.73,10.00,500.00,81.6,89,3.4,29.8,12.31,1
16.84,10.00,500.00,83.4,85.1,5.7,29.8,12.32,1
11.63,10.00,500.00,82.9,74.2,6.5,29.8,12.32,1
14.81,10.00,500.00,84.6,70,5.2,29.7,12.33,1
19.87,10.00,500.00,86.4,69.7,6.1,29.7,12.33,1
10.98,10.00,500.00,84.3,76.3,4.7,29.7,12.34,1
8.68,10.00,500.00,81.1,93.5,6.3,29.8,12.34,1
13.28,10.00,500.00,81.6,88.8,5.6,29.8,12.35,1
13.77,10.00,500.00,81.2,89.1,4.2,29.8,12.35,1
13.67,10.00,500.00,81.6,91.2,3.2,29.8,12.36,1
15.72,10.00,500.00,83.9,82.7,4.3,29.8,12.36,1
16.1,10.00,500.00,84.2,83.6,4.5,29.8,12.37,1
16.79,10.00,500.00,84.1,80.6,5.2,29.8,12.36,1
14.33,10.00,500.00,84.8,80.9,6.2,29.7,12.00,1
17.17,10.00,500.00,83.3,82.7,4.7,29.7,12.00,1
12.21,10.00,500.00,80.3,91.6,5.3,29.8,12.01,1
18.3,10.00,500.00,82,87.3,5.7,29.8,12.02,1
12.33,10.00,500.00,82.9,87.3,5,29.8,12.02,1
14.81,10.00,500.00,82,89.9,5.4,29.8,12.03,1
17.48,10.00,500.00,80.7,90.4,5,29.8,12.04,1
19.25,10.00,500.00,82.6,82.6,6.1,29.8,12.04,1
16.71,10.00,500.00,81.9,89.8,5.2,29.9,12.06,1
13.85,10.00,500.00,80.7,89.5,5.8,29.9,12.07,1
16.1,10.00,500.00,81.1,82.6,4.8,29.9,12.07,1
16.85,10.00,500.00,84,72.3,4.8,29.9,12.08,1
20.9,10.00,500.00,84.4,64.8,4.5,29.8,12.08,1
21.25,10.00,500.00,84.1,64.1,5.6,29.8,12.09,1
11.03,10.00,500.00,78.3,73.1,6.5,29.8,12.10,1
4.59,10.00,500.00,73.8,78.7,9.1,29.9,12.10,1
12.57,10.00,500.00,80.5,71,5.8,29.8,12.12,1
21.92,10.00,500.00,82,62.2,4.9,29.8,12.12,1
21.75,10.00,500.00,81.7,60.5,5.7,29.8,12.13,1
20.98,10.00,500.00,81.8,67,5.8,29.8,12.13,1
8.36,10.00,500.00,81.8,72.9,4.3,29.9,12.14,1
17.52,10.00,500.00,84.1,77.2,5.5,29.9,12.15,1
18.37,10.00,500.00,84.4,76.9,5.2,29.9,12.16,1
18.8,10.00,500.00,85.9,71.3,5.5,29.8,12.16,1
20.61,10.00,500.00,86.2,70.3,4.9,29.8,12.17,1
15.4,10.00,500.00,85.6,68,5.8,29.8,12.17,1
11.86,10.00,500.00,82.1,84.8,5.1,29.8,12.19,1
16.44,10.00,500.00,84.5,74.1,6.2,29.8,12.19,1
21.33,10.00,500.00,83.6,65.3,5.8,29.8,12.20,1
20.83,10.00,500.00,83.8,61.9,6,29.8,12.20,1
19.28,10.00,500.00,83.9,63,5.8,29.8,12.21,1
16.57,10.00,500.00,82.6,87.2,3.3,29.8,11.37,1
16.92,10.00,500.00,85.4,80.6,4.3,29.8,11.38,1
11.95,10.00,500.00,84,86.7,5.8,29.7,11.38,1
15.78,10.00,500.00,83.2,85.1,6.9,29.8,11.39,1
10.07,10.00,500.00,81.3,89.1,6.3,29.8,11.40,1
15.81,10.00,500.00,83,81.4,6.8,29.8,11.40,1
13.64,10.00,500.00,82,87.1,6.2,29.8,11.41,1
7.23,10.00,500.00,78,98.4,5.9,29.8,11.42,1
18.32,10.00,500.00,83.4,79.9,4.7,29.8,11.43,1
17.27,10.00,500.00,82.2,85,7,29.8,11.43,1
17.94,10.00,500.00,84,79.7,4.7,29.8,11.44,1
12.33,10.00,500.00,81.9,91.2,3.9,29.8,11.45,1
12.05,10.00,500.00,82.1,91.8,4.5,29.8,11.45,1
16.58,10.00,500.00,82.7,87.3,4.7,29.8,11.46,1
18.27,10.00,500.00,84.2,81.3,7.6,29.8,11.47,1
18.84,10.00,500.00,85.7,74,8,29.7,11.48,1
16.06,10.00,500.00,85,76.6,6.8,29.7,11.48,1
7.59,10.00,500.00,81.9,88,5.8,29.8,11.50,1
17.94,10.00,500.00,83.9,74.8,9.4,29.8,11.51,1
14.41,10.00,500.00,84.6,68.5,10,29.8,11.52,1
19.47,10.00,500.00,84.1,73.5,7.3,29.7,11.52,1
16.61,10.00,500.00,81.8,87,5.7,29.7,11.53,1
13.68,10.00,500.00,81.6,88.2,4.3,29.7,11.54,1
10.02,10.00,500.00,81.5,92,4.5,29.7,11.55,1
6.71,10.00,500.00,80.3,97.9,3.9,29.7,11.55,1
2.65,10.00,500.00,78,100,3,29.8,11.56,1
13.94,10.00,500.00,81.4,86.8,5.5,29.7,11.57,1
15.19,10.00,500.00,83.2,78.4,9.1,29.6,11.57,1
6.7,10.00,500.00,79,98.7,7.1,29.6,11.58,1
11.44,10.00,500.00,82.5,86.6,7.3,29.7,11.59,1
9.39,10.00,500.00,80.3,96.6,5.7,29.7,11.16,1
17.52,10.00,500.00,80.8,92.1,6.8,29.7,11.17,1
15.76,10.00,500.00,83.6,85.7,7.8,29.8,11.17,1
19.63,10.00,500.00,84.3,78.3,6.5,29.8,11.18,1
13.16,10.00,500.00,82.8,77.2,6.9,29.7,11.19,1
13.62,10.00,500.00,85.4,74.4,7.3,29.7,11.19,1
12.97,10.00,500.00,85.3,69.2,9,29.7,11.20,1
12.76,10.00,500.00,81.6,83.2,7.3,29.7,11.20,1
16.04,10.00,500.00,82.7,81.4,7.5,29.7,11.22,1
16.84,10.00,500.00,86.2,65.9,10.7,29.7,11.22,1
14.93,10.00,500.00,84.1,73.9,10.6,29.7,11.22,1
12.47,10.00,500.00,83.4,79.5,6.6,29.7,11.23,1
13.35,10.00,500.00,83.7,79.3,5.7,29.8,11.23,1
19.87,10.00,500.00,86.3,69,6.2,29.8,11.24,1
18.42,10.00,500.00,84.8,75.4,9.6,29.7,11.26,1
17,10.00,500.00,82.2,87.4,8,29.7,11.26,1
12.3,10.00,500.00,82.3,84.8,6.3,29.7,11.27,1
17.15,10.00,500.00,83.9,78,6.8,29.7,11.27,1
17.7,10.00,500.00,85.1,77,7.5,29.7,11.28,1
14.33,10.00,500.00,84.8,74.3,10,29.7,11.28,1
14.05,10.00,500.00,83.2,81.1,8.3,29.7,11.29,1
16.62,10.00,500.00,84.4,79.9,6.7,29.7,11.29,1
20.78,10.00,500.00,86.3,66.8,6.7,29.7,11.30,1
20.06,10.00,500.00,87.7,73.1,7,29.7,11.31,1
8.32,10.00,500.00,82,85.8,5.6,29.7,11.32,1
10.02,10.00,500.00,80,93.8,7.7,29.7,11.33,1
15.66,10.00,500.00,82.8,83.3,6,29.8,11.34,1
17.6,10.00,500.00,85.8,78.1,4.1,29.7,11.34,1
15.07,10.00,500.00,82.3,86.4,4.6,29.8,11.35,1
15.38,10.00,500.00,83.8,82.7,3.5,29.8,11.36,1
8.08,10.00,500.00,80.6,93,4.3,29.8,11.36,1
16.29,10.00,500.00,86,70.5,10.1,29.6,11.05,1
12.83,10.00,500.00,84.9,77.9,8.3,29.6,11.05,1
9.49,10.00,500.00,84.6,83.3,5.6,29.6,11.05,1
11.33,10.00,500.00,85.9,73.1,7.3,29.6,11.06,1
10.7,10.00,500.00,86,77.4,6.7,29.7,11.06,1
15.69,10.00,500.00,86.9,68.1,8.6,29.7,11.06,1
12.42,10.00,500.00,86.4,68.1,8.8,29.7,11.05,1
14.21,10.00,500.00,85.9,70.6,9.7,29.7,11.06,1
10.86,10.00,500.00,82.8,83.4,7.9,29.7,11.06,1
11.7,10.00,500.00,84.9,69,9.8,29.7,11.06,1
10.98,10.00,500.00,84.2,68.8,11,29.7,11.07,1
10.6,10.00,500.00,82.2,76.9,11,29.7,11.08,1
8.18,10.00,500.00,79.7,83.7,10.7,29.6,11.08,1
14.97,10.00,500.00,83.2,76,7.6,29.6,11.08,1
9.76,10.00,500.00,84.3,80.3,5.6,29.7,11.09,1
13.54,10.00,500.00,85.3,77.1,4.8,29.7,11.09,1
18.58,10.00,500.00,85.6,74.1,8.2,29.7,11.09,1
18.49,10.00,500.00,87.4,73.9,8.6,29.7,11.10,1
18.86,10.00,500.00,87.2,67.2,10.6,29.7,11.10,1
17.18,10.00,500.00,84.7,80.5,7.8,29.7,11.10,1
8.79,10.00,500.00,79.6,93.5,6,29.7,11.11,1
13.03,10.00,500.00,83.3,84.6,6.8,29.8,11.12,1
8.69,10.00,500.00,81.8,92.2,4.9,29.8,11.12,1
16.46,10.00,500.00,82.4,87.3,5.7,29.8,11.12,1
18.6,10.00,500.00,84.7,78.2,4.4,29.8,11.12,1
15.26,10.00,500.00,86.8,75.7,4.2,29.8,11.14,1
14.36,10.00,500.00,85.8,79.4,5.4,29.7,11.14,1
13.65,10.00,500.00,83.2,85.1,5.7,29.7,11.14,1
16.24,10.00,500.00,85,83.7,4.9,29.7,11.14,1
17.24,10.00,500.00,87,78,6.1,29.7,11.16,1
16.74,10.00,500.00,84.7,81.9,5.7,29.7,11.16,1
14.58,10.00,500.00,86.6,76.8,5.2,29.7,11.07,1
10.88,10.00,500.00,86.5,75.7,4.6,29.7,11.07,1
7.65,10.00,500.00,84.8,81.6,6.4,29.7,11.07,1
14.62,10.00,500.00,85.1,80.2,7.9,29.8,11.06,1
13.98,10.00,500.00,86,71.4,7.1,29.7,11.06,1
16.4,10.00,500.00,84.5,72.7,9.1,29.7,11.06,1
14.82,10.00,500.00,85.8,63.7,8.8,29.7,11.05,1
13.29,10.00,500.00,84.3,68.3,7.8,29.8,11.05,1
12.01,10.00,500.00,85.8,74.4,5.4,29.7,11.05,1
13.33,10.00,500.00,85,78.7,5.2,29.7,11.04,1
15.87,10.00,500.00,85.3,75.6,5,29.8,11.05,1
14.84,10.00,500.00,87.8,67.8,5.8,29.8,11.05,1
12,10.00,500.00,86.3,72.2,5.8,29.7,11.05,1
9.82,10.00,500.00,84.8,81.3,5.4,29.7,11.04,1
10.9,10.00,500.00,83.9,85.5,5.3,29.8,11.04,1
13.37,10.00,500.00,84.8,82,6.4,29.8,11.04,1
14.34,10.00,500.00,87.1,75.6,6.2,29.8,11.04,1
15.36,10.00,500.00,87.5,69.1,6,29.8,11.04,1
15.71,10.00,500.00,88.3,61.2,9.3,29.7,11.04,1
16.06,10.00,500.00,86.9,63.7,7.3,29.7,11.04,1
16.22,10.00,500.00,85,76.7,8.1,29.7,11.04,1
14.75,10.00,500.00,86.6,68.8,6.6,29.7,11.03,1
11.43,10.00,500.00,86.5,70.5,5.6,29.8,11.04,1
15.21,10.00,500.00,84.7,74.7,6.4,29.7,11.04,1
11.77,10.00,500.00,83,82.7,4.5,29.7,11.04,1
12.41,10.00,500.00,85,79.1,7,29.7,11.04,1
6.16,10.00,500.00,82.7,89.9,4.3,29.8,11.04,1
15.85,10.00,500.00,84.8,80.9,5.6,29.7,11.04,1
16.16,10.00,500.00,85.5,78.9,6.7,29.6,11.04,1
15.69,10.00,500.00,86.6,70.8,10.7,29.6,11.04,1
7.53,10.00,500.00,86,77.3,5.2,29.7,11.16,1
8.91,10.00,500.00,88,66.8,7.7,29.7,11.16,1
11.4,10.00,500.00,88.5,67.4,6.4,29.7,11.15,1
15.2,10.00,500.00,87.6,77.3,6.4,29.8,11.14,1
11.01,10.00,500.00,85.6,80.3,7.4,29.8,11.14,1
7.69,10.00,500.00,82.7,86.1,5.5,29.8,11.14,1
10.58,10.00,500.00,81.4,90,3.9,29.8,11.12,1
11.99,10.00,500.00,84.8,80.2,8.7,29.8,11.12,1
13.64,10.00,500.00,86,72.3,9.7,29.7,11.12,1
12.35,10.00,500.00,84.6,74.1,9.6,29.6,11.12,1
10.46,10.00,500.00,83.1,75.3,9.3,29.6,11.11,1
17.39,10.00,500.00,86.6,66.5,9.6,29.6,11.11,1
13.33,10.00,500.00,86.5,67.1,8.9,29.7,11.10,1
17.27,10.00,500.00,85.7,68.1,8.5,29.8,11.09,1
15.78,10.00,500.00,86.6,71.4,10,29.7,11.09,1
14.55,10.00,500.00,87.1,64.4,11.5,29.7,11.09,1
16.07,10.00,500.00,85.7,71.1,9.5,29.6,11.08,1
16.98,10.00,500.00,87,66.2,10.4,29.7,11.08,1
14.39,10.00,500.00,86.7,65.6,9.9,29.7,11.08,1
14.17,10.00,500.00,85.3,77.2,6.7,29.7,11.07,1
